age,monthly_income,employment_years,existing_loan_amount,loan_amount_requested,loan_tenure_months,credit_card_utilization,missed_payments_last_12m,utility_payment_score,mobile_recharge_consistency,employment_type,residence_type,defaulted
42,49085,19.2,133812,117095,60,94,6,80,27,salaried,rented,1
43,100228,6.6,35642,91686,120,14,2,73,57,salaried,owned,0
42,71546,12.2,200326,239170,96,59,9,28,42,salaried,owned,1
34,55974,4.0,149892,316453,36,53,10,96,72,salaried,rented,0
31,61575,6.4,137687,280925,36,69,1,44,75,salaried,owned,0
50,93574,4.3,187024,351417,12,90,5,52,29,self_employed,family,1
58,115126,7.1,112515,130439,48,72,3,72,46,salaried,family,0
52,46752,1.7,71234,99158,36,8,4,76,58,salaried,rented,0
37,70893,20.1,170255,252633,48,97,2,30,69,salaried,family,1
21,76459,5.4,103197,218556,24,15,3,45,40,salaried,owned,0
44,23152,3.0,79969,324636,36,16,8,88,25,self_employed,rented,1
23,101223,1.7,63859,308615,48,98,5,77,54,salaried,family,1
29,38455,10.7,60937,75390,12,14,9,41,95,self_employed,rented,0
54,23595,15.6,37440,338807,120,93,2,24,25,unemployed,owned,1
46,98408,2.3,114829,242811,60,53,2,73,29,salaried,owned,0
54,41787,13.3,177090,344909,24,53,2,32,80,salaried,owned,0
25,48859,7.2,197258,279270,36,98,5,51,88,salaried,owned,0
30,116104,1.4,27800,52749,36,56,8,22,48,salaried,owned,1
50,117138,9.5,160169,235515,12,7,8,79,41,self_employed,owned,0
57,66873,2.6,140405,343575,12,13,4,46,29,unemployed,rented,1
55,83745,2.8,145268,117919,84,41,2,64,87,salaried,owned,0
54,69451,4.8,165676,317280,96,65,1,60,68,salaried,owned,0
28,86601,0.1,190662,171739,72,59,7,39,31,salaried,owned,1
35,110601,13.4,93485,119834,96,45,6,30,77,salaried,owned,0
60,108825,9.4,34515,293212,96,6,4,30,43,self_employed,family,1
37,84853,19.2,205510,322938,24,81,9,45,65,self_employed,family,1
47,104530,6.1,211827,55026,12,69,2,60,35,self_employed,owned,0
58,69330,24.5,208027,273156,48,88,3,74,64,self_employed,rented,0
38,81567,11.5,61514,176646,84,25,3,56,42,self_employed,family,0
55,96218,10.7,193777,50079,84,38,7,63,47,salaried,rented,0
50,44843,13.9,75508,60650,96,80,3,68,62,salaried,family,0
53,96261,22.3,132359,334019,72,86,5,25,66,self_employed,owned,1
46,112145,23.0,64650,305360,12,54,10,78,34,salaried,owned,0
41,81736,15.4,145500,301483,48,96,2,35,71,salaried,rented,0
55,87879,16.7,185890,170943,72,52,9,90,91,salaried,owned,0
28,98477,4.2,192328,273480,60,54,6,71,27,salaried,owned,0
42,50426,20.2,142977,190602,48,51,7,85,87,salaried,rented,0
38,32594,9.0,130125,50872,72,37,1,48,59,salaried,owned,0
35,49349,21.7,182555,214963,84,58,5,78,38,salaried,rented,0
43,117860,10.3,104133,238203,120,47,9,69,38,self_employed,owned,0
53,29835,0.1,84476,281456,120,69,0,21,59,salaried,rented,1
58,44107,6.9,156687,363729,84,13,7,72,56,unemployed,owned,0
51,71378,8.1,34762,181109,60,73,9,85,82,self_employed,rented,0
56,62735,6.4,140867,234607,12,56,7,85,28,salaried,family,0
38,106949,14.6,77263,234487,36,38,8,64,96,self_employed,rented,0
28,23550,10.9,90141,169477,60,33,3,71,69,salaried,owned,0
54,28333,24.2,12475,280145,24,7,8,52,85,self_employed,owned,1
39,67208,17.0,97954,146999,36,49,6,70,41,salaried,owned,0
21,108592,9.1,57615,53562,72,15,3,42,83,salaried,rented,0
40,70500,9.9,43308,172177,12,74,8,69,34,unemployed,rented,1
57,39069,8.3,124746,97841,48,29,3,96,63,salaried,rented,0
34,65350,19.0,151944,251319,72,79,3,30,59,salaried,rented,0
50,80168,9.0,122675,197175,12,84,3,69,20,salaried,owned,0
58,75360,16.9,35283,217124,84,23,3,68,59,salaried,rented,0
47,45014,10.6,97731,303024,60,65,0,76,72,unemployed,owned,0
23,110078,8.2,29517,94007,36,67,7,75,33,salaried,owned,0
58,47289,15.9,171338,154974,72,75,6,63,66,salaried,owned,0
53,52824,13.4,176123,221700,72,9,5,75,51,salaried,family,0
21,108203,10.3,137100,281234,48,76,4,29,29,salaried,rented,1
40,37244,14.8,205043,248385,60,14,1,82,34,self_employed,rented,0
34,25319,23.0,131914,239480,120,22,5,93,38,self_employed,owned,1
31,36462,13.0,112544,111093,120,26,10,47,46,self_employed,rented,0
57,54421,24.4,219161,51060,12,66,8,62,33,salaried,rented,0
50,112809,12.1,8982,192106,24,18,9,21,61,salaried,rented,0
46,96865,4.2,189456,153841,84,57,8,81,36,salaried,owned,0
51,85215,10.9,143143,79884,120,89,8,86,91,salaried,owned,0
24,113019,1.2,92681,126424,36,35,8,93,40,self_employed,owned,0
31,101702,9.3,198926,269726,48,63,4,81,71,self_employed,rented,0
40,112772,1.1,167893,311412,12,73,7,44,78,salaried,owned,1
28,49958,9.1,169858,131257,96,5,0,87,80,salaried,family,0
39,18908,17.1,203395,355046,96,18,6,43,87,salaried,family,1
42,58826,13.4,1350,127584,24,39,6,83,41,salaried,owned,0
24,28121,20.9,6607,301101,36,28,3,85,96,salaried,rented,0
42,36763,18.1,10652,378289,120,18,1,59,26,self_employed,owned,0
56,76853,19.4,15623,366798,24,28,10,73,76,salaried,family,0
28,90875,24.9,137225,150121,24,6,3,32,93,salaried,rented,0
25,19811,21.5,63424,218103,96,44,1,43,47,salaried,family,1
52,76558,0.0,59314,172820,12,14,10,43,90,self_employed,rented,1
25,50437,24.4,191062,71216,48,16,6,44,23,self_employed,rented,1
53,73425,5.1,192630,362215,48,56,4,60,91,self_employed,rented,0
33,54018,6.5,9778,279995,120,73,5,88,73,self_employed,rented,0
36,33675,23.7,40816,356727,48,15,9,85,36,salaried,owned,0
59,92548,22.4,179165,52768,24,24,3,75,32,self_employed,owned,0
36,92021,11.3,151584,57475,72,91,8,84,72,salaried,family,0
42,44112,16.2,35989,157297,60,14,5,82,81,unemployed,family,0
28,51587,17.0,180449,190720,24,57,9,92,48,salaried,family,0
52,109505,2.0,52042,140750,24,26,7,66,24,self_employed,rented,0
29,53743,21.1,132598,311726,48,66,2,38,78,salaried,owned,0
41,65619,15.4,13955,218935,48,67,6,32,49,salaried,rented,0
48,75482,12.2,213984,116937,12,95,8,20,69,salaried,owned,1
27,67900,11.6,184525,367712,84,78,1,48,69,salaried,owned,0
34,53212,15.1,55853,52772,84,65,9,57,73,unemployed,owned,0
51,27828,16.0,141078,336706,60,55,6,34,49,salaried,rented,1
30,86517,14.9,187562,322102,48,98,7,89,63,salaried,owned,0
44,105555,6.3,193945,144774,72,22,4,29,68,salaried,rented,0
36,83811,12.2,205726,173231,72,15,7,54,60,self_employed,rented,0
25,48817,3.7,176550,276930,96,87,3,46,52,salaried,owned,0
49,91263,20.9,167877,359263,36,55,5,56,97,salaried,family,0
58,81637,2.8,167211,156052,36,8,10,45,28,salaried,owned,1
34,77273,6.2,194340,171790,84,16,9,29,47,self_employed,rented,0
59,33351,18.0,209761,163956,48,79,8,88,50,salaried,owned,0
56,105063,20.9,40396,335737,96,67,6,50,84,salaried,owned,0
23,79610,19.4,178715,273067,12,17,3,41,73,self_employed,owned,0
38,95996,24.3,3656,270514,12,39,6,79,51,salaried,family,0
22,66572,23.6,109224,106747,12,47,1,67,31,self_employed,owned,0
24,78082,17.9,138978,138949,72,47,10,30,59,salaried,rented,0
47,30277,22.7,175041,174919,48,97,9,70,34,salaried,owned,1
42,44404,5.1,130429,110273,12,24,2,47,45,salaried,rented,0
48,20482,1.5,110966,70720,48,5,0,88,69,unemployed,rented,0
60,93786,19.2,130349,373188,36,38,2,87,97,self_employed,rented,0
45,24911,15.1,27573,334849,60,38,2,23,70,salaried,rented,0
44,34779,15.0,151700,156097,12,52,6,81,62,salaried,rented,0
32,117602,10.6,130576,336656,12,40,4,41,39,unemployed,rented,1
56,91461,6.3,208700,99522,12,29,3,28,79,self_employed,family,0
23,43020,21.8,95204,105357,84,38,5,52,70,self_employed,family,0
60,106130,16.1,155294,87695,84,8,3,79,46,self_employed,owned,0
44,104018,3.1,181301,284727,48,45,3,80,83,self_employed,rented,0
32,58502,18.9,211020,118607,12,96,8,61,60,unemployed,owned,1
21,56553,2.1,23188,73222,96,52,4,51,88,self_employed,rented,0
53,104023,4.9,129921,337295,48,24,1,93,89,self_employed,owned,0
35,84567,16.6,165118,78883,48,36,8,49,80,salaried,owned,0
23,45294,17.4,60756,137670,36,48,10,47,25,salaried,family,0
22,87719,22.5,215561,109285,60,90,5,85,40,unemployed,family,1
56,68657,20.8,197034,60305,84,43,2,77,81,salaried,rented,0
25,55957,22.9,47347,308043,12,26,10,38,92,self_employed,rented,0
29,89366,9.4,87783,371083,12,26,7,70,77,self_employed,owned,0
47,84272,8.1,16223,343780,60,93,8,97,34,salaried,owned,1
38,66245,8.7,133215,320380,24,41,10,46,28,salaried,owned,0
60,29504,17.4,164155,90601,96,14,0,77,44,salaried,owned,0
44,57482,21.9,28313,178998,120,15,7,32,54,self_employed,owned,0
33,97827,11.4,79203,123282,60,49,8,88,86,salaried,family,0
24,114450,16.6,57561,185443,48,33,2,82,39,salaried,owned,0
24,104873,13.3,192963,292431,84,89,7,40,61,salaried,rented,1
27,75722,20.6,43280,121610,120,12,3,67,33,unemployed,owned,0
29,54967,11.5,85123,290977,60,8,9,75,34,salaried,owned,0
50,66852,15.7,73837,174835,60,54,8,36,23,salaried,owned,0
37,45701,6.3,168627,275434,120,38,5,72,91,salaried,family,0
40,35672,11.3,162414,345753,120,57,1,50,48,self_employed,owned,0
22,52156,19.9,8396,192961,72,11,6,81,49,unemployed,owned,0
40,111314,21.7,48265,57420,48,60,6,77,34,salaried,owned,0
48,102609,23.5,125630,271337,36,69,5,82,83,salaried,owned,0
25,104442,5.5,74316,112500,84,41,2,83,35,salaried,owned,0
25,98566,4.9,42376,330526,60,42,3,89,37,salaried,owned,0
60,67488,12.9,18673,297101,60,74,2,83,68,self_employed,rented,0
24,27370,7.4,142548,119042,12,23,2,63,20,salaried,rented,0
42,71412,8.9,208224,328573,72,14,6,68,45,self_employed,rented,0
37,43594,14.6,74157,87711,96,5,5,43,87,salaried,rented,0
38,112502,9.6,42542,85098,36,41,10,46,39,salaried,family,0
50,46391,13.5,144297,62527,36,89,2,38,83,salaried,rented,0
31,47713,16.7,10829,180409,24,82,1,21,40,salaried,rented,0
29,26595,7.6,129928,274608,24,54,10,52,81,salaried,rented,1
60,48954,14.0,213666,184145,36,53,4,27,24,salaried,rented,0
60,28703,11.1,48610,51827,96,51,2,61,68,self_employed,owned,0
54,105735,0.3,50629,85781,12,58,2,31,48,self_employed,family,1
57,97634,20.7,167248,267427,84,25,2,95,20,salaried,rented,0
21,33541,16.6,199819,175059,84,34,5,40,83,self_employed,family,0
38,42094,20.0,71882,362066,48,77,0,76,28,unemployed,owned,0
51,62294,23.8,62866,170460,72,67,3,68,35,salaried,rented,0
55,57224,24.0,68066,74639,84,71,4,59,46,salaried,owned,0
56,49969,16.7,91795,338129,72,17,2,97,98,salaried,owned,0
42,101507,15.1,145815,367240,36,85,8,87,75,salaried,family,0
45,40596,8.8,135299,161776,60,78,9,66,71,salaried,family,0
32,54901,5.8,141774,75068,72,89,10,84,24,self_employed,owned,1
44,101641,23.3,126641,318166,48,91,4,51,52,salaried,rented,0
38,115923,20.7,137761,163538,12,33,7,33,41,salaried,rented,0
39,108760,8.9,194519,204139,48,14,3,82,55,unemployed,family,0
29,105394,21.1,169895,334497,36,70,1,24,85,self_employed,family,0
40,49102,21.5,141134,177394,36,96,10,31,44,salaried,family,1
57,26995,20.7,166120,295013,72,28,7,91,70,unemployed,rented,1
51,84259,17.0,183104,227446,120,80,6,91,64,salaried,owned,0
31,73150,17.7,9444,318347,36,17,3,60,97,salaried,family,0
31,108235,19.2,31789,54463,96,69,4,72,75,self_employed,rented,0
27,75957,17.8,141227,135401,48,26,7,46,90,salaried,owned,0
57,79775,22.8,211139,193541,24,36,9,76,49,self_employed,rented,0
52,18974,9.4,85471,275073,24,44,9,24,56,self_employed,owned,1
29,32882,1.7,162095,213595,60,31,5,54,23,salaried,owned,0
52,54491,19.0,137541,97580,12,83,6,23,82,self_employed,rented,1
39,103296,8.9,93398,82715,24,54,3,90,64,self_employed,owned,0
47,117777,22.3,140007,205585,96,93,0,90,33,salaried,family,0
29,105355,5.4,117024,334061,48,69,5,41,68,self_employed,rented,0
31,63170,10.9,89660,334502,48,91,1,76,46,unemployed,owned,1
60,115573,1.8,217140,208330,84,74,10,21,26,self_employed,owned,1
44,62609,6.9,38654,274753,12,25,6,82,70,self_employed,owned,0
25,94763,6.1,23379,74733,60,34,4,78,55,salaried,rented,0
34,30189,10.4,50733,316502,24,27,8,89,72,unemployed,rented,0
55,18015,14.6,79661,339278,120,48,4,65,83,self_employed,rented,1
60,53035,11.5,195561,176183,120,69,0,43,65,salaried,owned,0
60,96155,2.3,158194,303481,96,96,5,66,60,salaried,rented,0
37,36132,0.8,70160,348462,12,79,0,67,93,salaried,owned,0
24,65143,10.8,95640,232310,24,83,7,34,82,salaried,family,1
28,43355,16.7,10362,307909,120,20,5,37,82,salaried,rented,0
24,40143,3.1,168638,328117,72,40,0,36,82,salaried,owned,0
53,109215,15.3,16381,124387,84,90,2,33,91,salaried,rented,0
31,57290,23.3,170921,299557,96,74,6,61,47,salaried,owned,0
47,58483,7.8,174347,376466,72,39,9,74,80,salaried,owned,0
22,71133,19.9,124087,127950,60,89,2,36,30,self_employed,rented,1
41,61525,0.7,180926,346885,12,25,3,20,77,unemployed,rented,1
21,51841,17.3,29484,266364,120,42,2,74,26,salaried,rented,0
60,100886,21.3,93775,173031,48,57,5,92,91,self_employed,rented,0
36,39325,4.1,216919,206392,12,13,7,94,46,salaried,owned,0
50,23631,7.4,137063,78355,84,35,9,37,85,salaried,rented,1
46,74761,19.3,72747,261401,36,15,2,94,92,self_employed,family,0
24,80269,18.7,145936,187404,12,22,9,71,66,salaried,rented,0
29,30676,7.5,15987,52727,36,69,3,25,69,self_employed,rented,0
31,108541,22.2,133041,106395,36,62,7,64,88,salaried,owned,0
54,40547,24.6,71378,108552,60,18,3,74,97,salaried,family,0
37,65482,18.0,111735,202762,48,68,3,87,31,salaried,family,0
40,39340,12.4,141839,243700,72,15,4,68,32,salaried,rented,0
39,69804,8.9,1888,315567,84,75,2,34,70,self_employed,owned,0
42,38851,19.9,100982,211526,36,50,9,33,62,self_employed,rented,0
33,94083,11.9,141012,65256,120,95,7,76,20,self_employed,owned,1
53,53778,19.3,58965,204509,72,16,7,93,42,salaried,rented,0
29,92142,1.6,219400,324527,60,38,3,76,69,salaried,owned,0
53,69192,7.3,189557,61249,48,23,2,50,59,salaried,owned,0
53,31883,19.7,37839,132940,60,16,1,91,85,self_employed,owned,0
30,101404,9.7,100308,135880,120,44,0,87,91,salaried,rented,0
59,56676,10.6,156335,236321,48,12,0,75,97,salaried,rented,0
56,112922,19.7,212471,112986,48,71,1,33,32,salaried,owned,0
31,43853,5.7,85475,216934,12,70,1,67,51,salaried,owned,0
27,69640,11.1,86690,73906,96,33,10,93,45,salaried,rented,0
41,30495,18.7,90185,271502,36,31,8,83,26,self_employed,rented,1
34,74911,14.2,42641,189336,60,62,2,89,68,salaried,owned,0
55,62902,1.1,96953,179945,72,39,5,41,66,salaried,owned,0
31,91612,0.7,55549,288142,72,15,4,32,21,salaried,rented,1
52,39299,9.1,45372,355200,12,64,4,50,48,self_employed,family,1
59,34428,19.9,83093,250576,36,29,1,94,45,salaried,owned,1
42,113694,18.0,166681,188381,24,22,1,63,22,salaried,rented,0
57,91531,22.3,182161,102306,60,79,5,35,43,salaried,owned,1
32,38460,10.2,203044,351129,24,79,8,71,41,self_employed,owned,1
59,35875,12.9,107365,223055,72,10,10,92,50,unemployed,owned,0
30,80767,24.6,132808,213452,84,85,7,27,83,self_employed,owned,1
59,112890,12.1,171036,202078,12,14,2,28,75,salaried,family,1
48,62873,8.6,154584,325028,120,98,4,20,69,salaried,rented,0
31,27737,13.3,20501,167942,60,13,0,61,96,salaried,rented,0
34,101266,22.9,203444,265332,36,90,4,66,36,self_employed,family,1
25,20259,9.9,86129,65423,120,68,2,86,27,self_employed,owned,1
34,95438,20.8,163655,151770,60,95,10,57,81,self_employed,family,1
57,99143,3.8,52593,223889,48,54,4,50,86,self_employed,owned,0
36,39321,24.5,47313,220515,84,42,8,46,71,salaried,owned,0
48,55844,0.9,171733,88762,36,78,4,64,34,salaried,owned,1
51,102750,22.0,200792,222712,96,47,2,65,34,salaried,owned,0
54,37772,3.9,176355,333448,24,6,7,48,44,salaried,owned,0
59,27968,3.4,196366,140492,60,53,2,80,35,self_employed,owned,0
24,101854,22.0,25777,309536,24,63,0,81,98,salaried,family,0
35,111151,10.7,116138,61337,36,97,8,88,95,salaried,rented,0
46,79628,9.1,12975,224035,84,68,5,49,97,salaried,owned,0
21,43353,9.6,186078,228995,48,28,4,45,91,salaried,rented,0
45,42874,11.8,14536,177346,72,37,8,45,42,self_employed,owned,1
34,73762,11.2,2367,328566,36,17,1,43,76,salaried,owned,0
40,68157,19.0,117506,263210,12,26,8,20,58,salaried,rented,0
46,48851,12.7,17192,308868,96,74,1,80,22,self_employed,rented,0
37,65469,19.0,20366,313100,24,59,8,73,81,unemployed,rented,0
35,34433,21.9,93010,260351,36,84,2,87,95,self_employed,owned,0
23,69555,0.0,158096,202106,36,45,8,47,93,salaried,owned,0
29,24164,23.4,158194,344577,12,87,10,79,30,unemployed,family,1
40,115865,17.2,110840,61425,84,16,2,54,23,salaried,rented,0
60,51401,11.8,41883,158043,12,53,5,52,72,salaried,rented,0
60,80271,14.4,40938,239690,72,28,1,59,41,self_employed,rented,0
44,34016,23.5,82587,369393,12,10,7,34,25,salaried,rented,1
37,28500,12.4,100518,127027,120,11,5,47,38,salaried,rented,1
46,99937,0.2,90560,311166,24,80,6,89,73,salaried,family,1
49,22638,7.0,61040,370442,24,32,2,57,74,salaried,owned,0
26,79041,14.5,75169,312584,72,38,5,56,86,self_employed,rented,0
42,47259,21.4,23585,212866,24,92,1,37,55,salaried,rented,0
57,65228,13.1,115366,122453,48,66,8,29,32,salaried,rented,1
43,33751,12.9,71704,77802,84,31,5,24,84,salaried,family,0
56,75391,13.0,208143,277701,120,84,5,48,64,salaried,family,0
41,96479,24.1,61334,152829,48,6,9,44,73,salaried,owned,0
36,74775,24.4,197131,142756,60,8,3,71,90,self_employed,family,0
34,57229,10.1,162260,103829,84,22,7,48,24,salaried,rented,0
22,119938,21.7,215573,375139,84,67,1,53,65,salaried,family,0
47,31755,15.3,72526,91448,24,93,2,51,75,salaried,rented,0
39,60596,19.7,126931,77039,84,24,4,51,51,salaried,family,0
34,49786,15.0,176496,132672,84,52,10,31,58,salaried,family,0
35,68668,20.4,28725,267586,72,71,5,60,70,salaried,rented,0
35,101730,5.2,75349,318280,36,57,4,62,42,salaried,owned,0
51,46103,17.5,128483,162066,96,77,5,36,79,salaried,rented,0
41,39776,17.2,12428,350721,120,26,10,50,87,salaried,family,0
56,53184,18.0,166046,297578,96,93,5,79,71,self_employed,family,0
56,71369,16.8,129043,341504,36,91,10,72,62,salaried,owned,0
53,95885,19.1,91418,80805,48,83,7,33,33,self_employed,owned,1
50,71977,16.0,135332,202843,72,38,10,42,83,salaried,family,0
26,51701,6.7,208363,157080,120,65,4,82,63,self_employed,owned,0
32,64584,7.6,167261,104156,36,79,9,46,36,salaried,rented,1
27,58777,14.7,180891,142765,36,40,7,32,95,salaried,family,0
28,77273,10.5,195092,202249,24,47,1,77,25,unemployed,owned,0
45,109073,3.9,134544,229673,72,7,8,59,59,salaried,owned,0
48,82834,4.2,41465,118636,24,59,6,63,57,salaried,rented,0
46,62804,23.0,142076,94169,72,83,6,70,91,salaried,owned,0
44,68391,4.3,83926,206309,96,9,7,66,92,self_employed,rented,0
29,59955,11.6,154591,55375,84,58,10,41,62,self_employed,family,1
30,103441,2.2,209381,184497,48,10,8,75,69,salaried,owned,0
30,78720,14.3,151813,138319,72,18,9,90,72,self_employed,family,0
47,41224,14.7,216896,222689,120,13,4,83,58,salaried,rented,0
39,38955,21.1,92336,87541,48,18,0,32,21,self_employed,owned,1
28,72684,5.5,59665,87896,24,30,5,73,78,salaried,rented,0
35,47485,24.7,34799,80267,60,24,8,76,21,salaried,owned,0
45,50497,5.8,104491,265178,36,7,5,38,66,salaried,owned,0
46,61657,2.0,62057,372617,96,23,8,27,73,self_employed,owned,0
27,68440,14.0,108622,109873,36,73,5,67,27,salaried,owned,0
53,97713,17.2,138040,123531,60,9,4,39,67,self_employed,family,0
52,52781,10.2,199010,189474,96,45,3,62,51,salaried,rented,0
29,66833,4.7,170935,228790,84,6,8,85,57,salaried,rented,0
26,32417,11.6,103249,159174,48,60,6,32,90,self_employed,owned,1
58,56612,12.0,143655,188987,24,28,9,60,86,salaried,rented,0
22,20966,1.8,144285,160003,84,29,7,70,23,self_employed,owned,1
44,63982,19.1,107036,66282,24,15,7,98,55,salaried,owned,0
33,38747,17.6,118716,99445,72,82,5,65,52,salaried,rented,0
49,24414,1.9,199821,306639,120,75,1,31,24,salaried,rented,0
40,44304,6.2,15825,250269,24,83,7,89,77,salaried,rented,0
50,55722,12.1,162571,174226,48,55,7,75,31,salaried,rented,0
28,71389,17.6,115888,275668,84,65,1,65,80,salaried,family,0
28,91667,19.7,11937,113490,96,73,8,49,82,salaried,rented,0
58,67201,2.1,177217,345757,12,25,2,83,96,salaried,rented,0
40,86245,17.3,85632,110221,120,70,5,31,44,unemployed,owned,1
31,28179,5.3,161989,256351,48,17,1,82,81,self_employed,family,0
43,73259,5.8,149494,159241,60,66,9,54,52,salaried,owned,0
50,23285,4.2,26713,155946,96,55,1,27,48,salaried,owned,0
26,96828,0.3,183713,140438,96,5,1,24,51,self_employed,owned,0
53,92375,7.6,5934,174907,96,30,6,28,20,salaried,owned,0
48,36903,3.9,3280,340277,24,94,9,63,95,unemployed,rented,1
48,77023,19.0,105866,305544,60,78,10,62,34,salaried,rented,0
60,88091,21.3,120184,165943,36,31,7,77,73,self_employed,rented,0
31,108213,10.1,144486,260777,36,20,9,55,69,salaried,owned,0
42,19260,16.2,184845,331816,36,49,7,41,70,salaried,rented,1
39,61445,10.5,176617,314617,84,5,3,46,64,salaried,family,0
34,76222,19.1,163612,245624,36,34,3,74,95,self_employed,rented,0
49,54884,9.2,60381,166529,72,67,1,83,78,salaried,owned,0
60,30713,9.8,73878,249873,36,28,0,63,73,self_employed,rented,0
58,83799,16.6,196918,68429,48,68,5,38,48,self_employed,owned,0
60,45256,24.2,198229,90395,24,8,2,69,52,salaried,family,0
44,107906,13.3,37720,232506,36,28,2,97,92,salaried,rented,0
55,107862,6.7,13487,52402,36,51,2,24,83,salaried,owned,0
38,88206,16.2,132116,262839,120,37,2,65,70,unemployed,rented,0
58,78434,18.8,61811,332487,120,7,5,41,90,unemployed,family,0
47,63606,9.9,99368,215702,24,74,9,22,36,self_employed,rented,1
31,46744,21.4,57413,321517,120,62,7,74,93,unemployed,rented,0
24,69566,13.0,17390,162607,36,51,5,29,78,salaried,family,0
57,105838,5.4,101773,202458,48,97,7,89,27,salaried,owned,1
24,103521,0.8,165806,356867,60,13,5,83,43,unemployed,family,1
47,98641,4.9,146139,101790,12,26,1,23,40,salaried,rented,0
35,80451,15.1,144786,241960,120,38,6,78,86,salaried,rented,0
31,28555,15.8,167800,366086,120,24,5,25,79,salaried,owned,0
55,28289,7.8,157896,166387,96,31,4,26,35,self_employed,owned,1
43,78622,7.1,108156,222711,48,58,5,40,26,self_employed,family,1
23,66952,1.2,174130,225389,120,6,4,78,23,salaried,family,0
58,45631,1.2,153111,370325,96,51,5,95,65,self_employed,owned,0
31,83598,10.0,175273,355171,120,24,0,41,66,salaried,owned,0
42,20913,12.4,9098,95411,72,55,1,71,52,self_employed,owned,0
55,54044,12.6,9554,154997,36,69,2,35,56,unemployed,family,1
55,28386,0.9,74155,273094,120,37,10,38,62,salaried,owned,1
27,20457,21.5,77780,258049,72,53,10,53,43,salaried,owned,1
44,50935,23.0,66872,95242,24,31,5,57,67,self_employed,owned,0
46,32817,13.7,63732,124690,120,44,8,92,45,self_employed,owned,0
53,66921,2.8,199760,97494,96,65,1,35,55,salaried,owned,0
41,113458,11.8,49720,311965,36,96,1,90,81,self_employed,rented,0
60,65215,17.1,132873,194917,48,53,4,75,68,salaried,owned,0
40,18669,14.1,216484,247511,84,28,2,51,54,unemployed,owned,1
49,96050,2.8,30848,187630,48,8,9,29,83,self_employed,rented,0
56,111380,22.6,109034,52027,12,83,3,97,30,self_employed,owned,0
48,31763,0.9,188161,181295,72,43,4,30,74,salaried,family,1
54,26815,21.7,35186,362313,12,38,2,32,56,self_employed,family,1
50,58797,22.6,216127,158962,120,32,6,31,39,self_employed,family,1
50,102341,7.2,176494,323145,12,68,3,20,56,self_employed,rented,0
51,58227,11.5,51176,188648,48,46,7,72,20,salaried,owned,0
44,20811,5.1,64571,362906,60,93,3,44,86,self_employed,rented,1
58,57506,14.5,84176,266243,48,67,8,27,78,salaried,owned,0
60,91580,10.0,86583,283043,48,15,7,95,92,salaried,family,0
39,75459,10.6,26400,139526,36,76,6,71,63,unemployed,rented,0
24,29539,21.3,157549,150912,12,94,6,50,70,salaried,owned,1
25,19039,3.5,100142,328412,24,73,9,41,80,self_employed,family,1
49,95741,0.3,213436,250477,12,29,2,22,92,salaried,family,0
26,61496,14.4,89193,247160,60,53,0,94,38,salaried,owned,0
32,88878,17.2,207730,136014,36,69,6,52,53,self_employed,rented,0
27,90502,5.1,193617,188275,84,60,9,62,23,salaried,owned,0
35,68397,17.6,99369,208665,48,75,0,96,44,self_employed,rented,0
44,21259,13.6,76631,60399,12,34,0,89,51,salaried,owned,0
24,97009,13.5,156209,229528,84,22,5,87,52,salaried,owned,0
41,44501,2.3,12003,243644,72,83,10,88,30,salaried,rented,1
40,51295,20.4,76317,344888,72,82,0,23,79,salaried,family,0
57,63938,24.7,19348,264583,84,6,10,84,59,salaried,owned,0
38,103863,18.7,179711,299541,60,8,5,42,39,salaried,family,0
25,115225,24.6,204999,59740,12,7,3,79,62,salaried,rented,0
41,61528,13.1,117988,219577,48,23,6,40,48,self_employed,rented,0
32,78747,18.0,31101,365819,48,60,9,65,84,self_employed,family,0
34,59472,14.4,125757,356772,72,56,1,64,30,salaried,owned,0
29,119026,14.0,145460,281031,48,8,7,55,88,salaried,rented,0
45,89858,20.1,8299,176011,36,40,7,31,77,salaried,owned,0
47,22360,24.4,189118,339689,36,23,3,62,34,salaried,family,1
31,64848,16.1,114885,282900,48,44,7,60,87,salaried,rented,0
59,82530,4.1,168388,311532,24,70,3,46,60,salaried,owned,0
47,95232,20.8,32704,280344,60,81,7,21,69,salaried,family,1
49,96683,20.4,27522,130707,60,86,10,41,38,self_employed,owned,1
29,30099,1.4,175659,247701,24,44,8,30,35,salaried,family,1
41,105290,4.1,104890,155880,12,83,6,67,25,salaried,owned,0
26,74976,7.4,137449,100288,96,85,9,77,86,self_employed,owned,0
28,54061,0.5,22438,130220,48,85,1,54,39,salaried,owned,1
22,49308,12.9,125235,282905,48,18,2,69,64,salaried,rented,0
39,23420,10.4,60113,106746,36,24,5,64,62,unemployed,owned,0
50,40383,10.4,26026,280671,36,94,7,37,21,salaried,owned,1
28,113612,15.6,77681,354341,96,31,8,72,44,salaried,rented,0
27,44121,20.4,104477,299823,36,46,2,89,44,salaried,rented,0
23,111566,7.2,14922,152498,96,94,4,26,49,self_employed,rented,1
40,77644,20.6,184521,362923,60,95,9,46,46,salaried,family,1
44,21325,19.5,146496,141321,12,45,2,83,27,salaried,rented,0
50,70986,17.4,62015,266943,60,98,10,86,87,salaried,rented,0
